image_id,file_name,manga_title,width,height,area,onomatopoeia_count,body_count
121,AisazuNihaIrarenai/039.jpg,AisazuNihaIrarenai,1654,1170,1935180,3,13
122,AisazuNihaIrarenai/040.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,19
123,AisazuNihaIrarenai/041.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,3
124,AisazuNihaIrarenai/042.jpg,AisazuNihaIrarenai,1654,1170,1935180,4,18
125,AisazuNihaIrarenai/043.jpg,AisazuNihaIrarenai,1654,1170,1935180,4,28
126,AisazuNihaIrarenai/044.jpg,AisazuNihaIrarenai,1654,1170,1935180,10,19
127,AisazuNihaIrarenai/045.jpg,AisazuNihaIrarenai,1654,1170,1935180,5,18
128,AisazuNihaIrarenai/046.jpg,AisazuNihaIrarenai,1654,1170,1935180,10,25
129,AisazuNihaIrarenai/047.jpg,AisazuNihaIrarenai,1654,1170,1935180,5,20
130,AisazuNihaIrarenai/048.jpg,AisazuNihaIrarenai,1654,1170,1935180,4,22
131,AisazuNihaIrarenai/049.jpg,AisazuNihaIrarenai,1654,1170,1935180,12,36
132,AisazuNihaIrarenai/050.jpg,AisazuNihaIrarenai,1654,1170,1935180,8,19
133,AisazuNihaIrarenai/051.jpg,AisazuNihaIrarenai,1654,1170,1935180,1,23
134,AisazuNihaIrarenai/052.jpg,AisazuNihaIrarenai,1654,1170,1935180,4,16
135,AisazuNihaIrarenai/053.jpg,AisazuNihaIrarenai,1654,1170,1935180,5,20
136,AisazuNihaIrarenai/054.jpg,AisazuNihaIrarenai,1654,1170,1935180,3,10
137,AisazuNihaIrarenai/055.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,12
138,AisazuNihaIrarenai/056.jpg,AisazuNihaIrarenai,1654,1170,1935180,10,13
139,AisazuNihaIrarenai/057.jpg,AisazuNihaIrarenai,1654,1170,1935180,1,24
140,AisazuNihaIrarenai/058.jpg,AisazuNihaIrarenai,1654,1170,1935180,3,16
141,AisazuNihaIrarenai/059.jpg,AisazuNihaIrarenai,1654,1170,1935180,1,22
142,AisazuNihaIrarenai/060.jpg,AisazuNihaIrarenai,1654,1170,1935180,1,16
143,AisazuNihaIrarenai/061.jpg,AisazuNihaIrarenai,1654,1170,1935180,4,7
144,AisazuNihaIrarenai/062.jpg,AisazuNihaIrarenai,1654,1170,1935180,2,17
145,AisazuNihaIrarenai/063.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,10
146,AisazuNihaIrarenai/064.jpg,AisazuNihaIrarenai,1654,1170,1935180,5,17
147,AisazuNihaIrarenai/065.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,15
148,AisazuNihaIrarenai/066.jpg,AisazuNihaIrarenai,1654,1170,1935180,2,23
149,AisazuNihaIrarenai/067.jpg,AisazuNihaIrarenai,1654,1170,1935180,5,20
150,AisazuNihaIrarenai/068.jpg,AisazuNihaIrarenai,1654,1170,1935180,6,16
151,AisazuNihaIrarenai/069.jpg,AisazuNihaIrarenai,1654,1170,1935180,1,16
152,AisazuNihaIrarenai/070.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,7
153,AisazuNihaIrarenai/071.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,7
154,AisazuNihaIrarenai/072.jpg,AisazuNihaIrarenai,1654,1170,1935180,2,17
155,AisazuNihaIrarenai/073.jpg,AisazuNihaIrarenai,1654,1170,1935180,1,15
156,AisazuNihaIrarenai/074.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,5
157,AisazuNihaIrarenai/075.jpg,AisazuNihaIrarenai,1654,1170,1935180,1,21
158,AisazuNihaIrarenai/076.jpg,AisazuNihaIrarenai,1654,1170,1935180,4,6
159,AisazuNihaIrarenai/077.jpg,AisazuNihaIrarenai,1654,1170,1935180,2,13
160,AisazuNihaIrarenai/078.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,15
161,AisazuNihaIrarenai/079.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,16
162,AisazuNihaIrarenai/080.jpg,AisazuNihaIrarenai,1654,1170,1935180,5,25
163,AisazuNihaIrarenai/081.jpg,AisazuNihaIrarenai,1654,1170,1935180,1,14
164,AisazuNihaIrarenai/082.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,9
165,AisazuNihaIrarenai/083.jpg,AisazuNihaIrarenai,1654,1170,1935180,5,15
166,AisazuNihaIrarenai/084.jpg,AisazuNihaIrarenai,1654,1170,1935180,2,12
167,AisazuNihaIrarenai/085.jpg,AisazuNihaIrarenai,1654,1170,1935180,5,10
168,AisazuNihaIrarenai/086.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,16
169,AisazuNihaIrarenai/087.jpg,AisazuNihaIrarenai,1654,1170,1935180,2,22
170,AisazuNihaIrarenai/088.jpg,AisazuNihaIrarenai,1654,1170,1935180,4,8
171,AisazuNihaIrarenai/089.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,7
172,AisazuNihaIrarenai/090.jpg,AisazuNihaIrarenai,1654,1170,1935180,3,16
173,AisazuNihaIrarenai/091.jpg,AisazuNihaIrarenai,1654,1170,1935180,3,19
174,AisazuNihaIrarenai/092.jpg,AisazuNihaIrarenai,1654,1170,1935180,5,19
175,AisazuNihaIrarenai/093.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,0
176,AisazuNihaIrarenai/094.jpg,AisazuNihaIrarenai,1654,1170,1935180,0,0
177,AkkeraKanjinchou/000.jpg,AkkeraKanjinchou,1654,1170,1935180,0,0
178,AkkeraKanjinchou/001.jpg,AkkeraKanjinchou,1654,1170,1935180,0,7
179,AkkeraKanjinchou/002.jpg,AkkeraKanjinchou,1654,1170,1935180,0,0
180,AkkeraKanjinchou/003.jpg,AkkeraKanjinchou,1654,1170,1935180,35,4
181,AkkeraKanjinchou/004.jpg,AkkeraKanjinchou,1654,1170,1935180,18,15
182,AkkeraKanjinchou/005.jpg,AkkeraKanjinchou,1654,1170,1935180,13,12
183,AkkeraKanjinchou/006.jpg,AkkeraKanjinchou,1654,1170,1935180,10,13
184,AkkeraKanjinchou/007.jpg,AkkeraKanjinchou,1654,1170,1935180,13,8
185,AkkeraKanjinchou/008.jpg,AkkeraKanjinchou,1654,1170,1935180,5,10
186,AkkeraKanjinchou/009.jpg,AkkeraKanjinchou,1654,1170,1935180,17,11
187,AkkeraKanjinchou/010.jpg,AkkeraKanjinchou,1654,1170,1935180,9,8
188,AkkeraKanjinchou/011.jpg,AkkeraKanjinchou,1654,1170,1935180,13,11
189,AkkeraKanjinchou/012.jpg,AkkeraKanjinchou,1654,1170,1935180,7,12
190,AkkeraKanjinchou/013.jpg,AkkeraKanjinchou,1654,1170,1935180,5,10
191,AkkeraKanjinchou/014.jpg,AkkeraKanjinchou,1654,1170,1935180,7,9
192,AkkeraKanjinchou/015.jpg,AkkeraKanjinchou,1654,1170,1935180,11,13
193,AkkeraKanjinchou/016.jpg,AkkeraKanjinchou,1654,1170,1935180,21,8
194,AkkeraKanjinchou/017.jpg,AkkeraKanjinchou,1654,1170,1935180,5,4
195,AkkeraKanjinchou/018.jpg,AkkeraKanjinchou,1654,1170,1935180,11,7
196,AkkeraKanjinchou/019.jpg,AkkeraKanjinchou,1654,1170,1935180,11,11
197,AkkeraKanjinchou/020.jpg,AkkeraKanjinchou,1654,1170,1935180,20,12
198,AkkeraKanjinchou/021.jpg,AkkeraKanjinchou,1654,1170,1935180,15,9
199,AkkeraKanjinchou/022.jpg,AkkeraKanjinchou,1654,1170,1935180,2,8
200,AkkeraKanjinchou/023.jpg,AkkeraKanjinchou,1654,1170,1935180,0,2
201,AkkeraKanjinchou/024.jpg,AkkeraKanjinchou,1654,1170,1935180,12,6
202,AkkeraKanjinchou/025.jpg,AkkeraKanjinchou,1654,1170,1935180,8,4
203,AkkeraKanjinchou/026.jpg,AkkeraKanjinchou,1654,1170,1935180,2,4
204,AkkeraKanjinchou/027.jpg,AkkeraKanjinchou,1654,1170,1935180,1,3
205,AkkeraKanjinchou/028.jpg,AkkeraKanjinchou,1654,1170,1935180,18,15
206,AkkeraKanjinchou/029.jpg,AkkeraKanjinchou,1654,1170,1935180,3,10
207,AkkeraKanjinchou/030.jpg,AkkeraKanjinchou,1654,1170,1935180,14,16
208,AkkeraKanjinchou/031.jpg,AkkeraKanjinchou,1654,1170,1935180,19,14
209,AkkeraKanjinchou/032.jpg,AkkeraKanjinchou,1654,1170,1935180,12,16
210,AkkeraKanjinchou/033.jpg,AkkeraKanjinchou,1654,1170,1935180,3,7
211,AkkeraKanjinchou/034.jpg,AkkeraKanjinchou,1654,1170,1935180,1,6
212,AkkeraKanjinchou/035.jpg,AkkeraKanjinchou,1654,1170,1935180,4,10
213,AkkeraKanjinchou/036.jpg,AkkeraKanjinchou,1654,1170,1935180,22,8
214,AkkeraKanjinchou/037.jpg,AkkeraKanjinchou,1654,1170,1935180,16,8
215,AkkeraKanjinchou/038.jpg,AkkeraKanjinchou,1654,1170,1935180,5,2
216,AkkeraKanjinchou/039.jpg,AkkeraKanjinchou,1654,1170,1935180,8,12
217,AkkeraKanjinchou/040.jpg,AkkeraKanjinchou,1654,1170,1935180,8,17
218,AkkeraKanjinchou/041.jpg,AkkeraKanjinchou,1654,1170,1935180,11,9
219,AkkeraKanjinchou/042.jpg,AkkeraKanjinchou,1654,1170,1935180,10,21
220,AkkeraKanjinchou/043.jpg,AkkeraKanjinchou,1654,1170,1935180,12,21
221,AkkeraKanjinchou/044.jpg,AkkeraKanjinchou,1654,1170,1935180,21,22
222,AkkeraKanjinchou/045.jpg,AkkeraKanjinchou,1654,1170,1935180,23,17
223,AkkeraKanjinchou/046.jpg,AkkeraKanjinchou,1654,1170,1935180,17,23
224,AkkeraKanjinchou/047.jpg,AkkeraKanjinchou,1654,1170,1935180,0,0
225,AkkeraKanjinchou/048.jpg,AkkeraKanjinchou,1654,1170,1935180,14,14
226,AkkeraKanjinchou/049.jpg,AkkeraKanjinchou,1654,1170,1935180,5,16
227,AkkeraKanjinchou/050.jpg,AkkeraKanjinchou,1654,1170,1935180,7,18
228,AkkeraKanjinchou/051.jpg,AkkeraKanjinchou,1654,1170,1935180,13,15
229,AkkeraKanjinchou/052.jpg,AkkeraKanjinchou,1654,1170,1935180,10,12
230,AkkeraKanjinchou/053.jpg,AkkeraKanjinchou,1654,1170,1935180,16,14
231,AkkeraKanjinchou/054.jpg,AkkeraKanjinchou,1654,1170,1935180,17,15
232,AkkeraKanjinchou/055.jpg,AkkeraKanjinchou,1654,1170,1935180,3,12
233,AkkeraKanjinchou/056.jpg,AkkeraKanjinchou,1654,1170,1935180,8,6
234,AkkeraKanjinchou/057.jpg,AkkeraKanjinchou,1654,1170,1935180,0,0
235,AkkeraKanjinchou/058.jpg,AkkeraKanjinchou,1654,1170,1935180,6,12
236,AkkeraKanjinchou/059.jpg,AkkeraKanjinchou,1654,1170,1935180,8,11
237,AkkeraKanjinchou/060.jpg,AkkeraKanjinchou,1654,1170,1935180,16,12
238,AkkeraKanjinchou/061.jpg,AkkeraKanjinchou,1654,1170,1935180,4,7
239,AkkeraKanjinchou/062.jpg,AkkeraKanjinchou,1654,1170,1935180,0,5
240,AkkeraKanjinchou/063.jpg,AkkeraKanjinchou,1654,1170,1935180,11,9
241,AkkeraKanjinchou/064.jpg,AkkeraKanjinchou,1654,1170,1935180,23,9
242,AkkeraKanjinchou/065.jpg,AkkeraKanjinchou,1654,1170,1935180,22,10
243,AkkeraKanjinchou/066.jpg,AkkeraKanjinchou,1654,1170,1935180,14,6
244,AkkeraKanjinchou/067.jpg,AkkeraKanjinchou,1654,1170,1935180,2,7
245,AkkeraKanjinchou/068.jpg,AkkeraKanjinchou,1654,1170,1935180,4,1
246,AkkeraKanjinchou/069.jpg,AkkeraKanjinchou,1654,1170,1935180,9,15
247,AkkeraKanjinchou/070.jpg,AkkeraKanjinchou,1654,1170,1935180,13,17
248,AkkeraKanjinchou/071.jpg,AkkeraKanjinchou,1654,1170,1935180,14,20
249,AkkeraKanjinchou/072.jpg,AkkeraKanjinchou,1654,1170,1935180,16,15
250,AkkeraKanjinchou/073.jpg,AkkeraKanjinchou,1654,1170,1935180,11,17
251,AkkeraKanjinchou/074.jpg,AkkeraKanjinchou,1654,1170,1935180,12,19
252,AkkeraKanjinchou/075.jpg,AkkeraKanjinchou,1654,1170,1935180,13,15
253,AkkeraKanjinchou/076.jpg,AkkeraKanjinchou,1654,1170,1935180,18,11
254,AkkeraKanjinchou/077.jpg,AkkeraKanjinchou,1654,1170,1935180,10,13
255,AkkeraKanjinchou/078.jpg,AkkeraKanjinchou,1654,1170,1935180,19,5
256,AkkeraKanjinchou/079.jpg,AkkeraKanjinchou,1654,1170,1935180,12,12
257,AkkeraKanjinchou/080.jpg,AkkeraKanjinchou,1654,1170,1935180,0,5
258,AkkeraKanjinchou/081.jpg,AkkeraKanjinchou,1654,1170,1935180,11,2
259,AkkeraKanjinchou/082.jpg,AkkeraKanjinchou,1654,1170,1935180,7,6
260,AkkeraKanjinchou/083.jpg,AkkeraKanjinchou,1654,1170,1935180,4,14
261,AkkeraKanjinchou/084.jpg,AkkeraKanjinchou,1654,1170,1935180,19,16
262,AkkeraKanjinchou/085.jpg,AkkeraKanjinchou,1654,1170,1935180,9,13
263,AkkeraKanjinchou/086.jpg,AkkeraKanjinchou,1654,1170,1935180,15,13
264,AkkeraKanjinchou/087.jpg,AkkeraKanjinchou,1654,1170,1935180,6,9
265,AkkeraKanjinchou/088.jpg,AkkeraKanjinchou,1654,1170,1935180,1,5
266,AkkeraKanjinchou/089.jpg,AkkeraKanjinchou,1654,1170,1935180,19,18
267,AkkeraKanjinchou/090.jpg,AkkeraKanjinchou,1654,1170,1935180,7,10
268,AkkeraKanjinchou/091.jpg,AkkeraKanjinchou,1654,1170,1935180,0,0
269,AkkeraKanjinchou/092.jpg,AkkeraKanjinchou,1654,1170,1935180,0,0
270,Akuhamu/000.jpg,Akuhamu,1654,1170,1935180,0,0
271,Akuhamu/001.jpg,Akuhamu,1654,1170,1935180,3,5
272,Akuhamu/002.jpg,Akuhamu,1654,1170,1935180,3,24
273,Akuhamu/003.jpg,Akuhamu,1654,1170,1935180,1,15
274,Akuhamu/004.jpg,Akuhamu,1654,1170,1935180,4,7
275,Akuhamu/005.jpg,Akuhamu,1654,1170,1935180,8,27
276,Akuhamu/006.jpg,Akuhamu,1654,1170,1935180,12,21
277,Akuhamu/007.jpg,Akuhamu,1654,1170,1935180,7,29
278,Akuhamu/008.jpg,Akuhamu,1654,1170,1935180,6,22
279,Akuhamu/009.jpg,Akuhamu,1654,1170,1935180,7,8
280,Akuhamu/010.jpg,Akuhamu,1654,1170,1935180,9,27
281,Akuhamu/011.jpg,Akuhamu,1654,1170,1935180,13,17
282,Akuhamu/012.jpg,Akuhamu,1654,1170,1935180,4,6
283,Akuhamu/013.jpg,Akuhamu,1654,1170,1935180,18,27
284,Akuhamu/014.jpg,Akuhamu,1654,1170,1935180,7,17
285,Akuhamu/015.jpg,Akuhamu,1654,1170,1935180,1,10
286,Akuhamu/016.jpg,Akuhamu,1654,1170,1935180,17,24
287,Akuhamu/017.jpg,Akuhamu,1654,1170,1935180,8,18
288,Akuhamu/018.jpg,Akuhamu,1654,1170,1935180,2,11
289,Akuhamu/019.jpg,Akuhamu,1654,1170,1935180,9,31
290,Akuhamu/020.jpg,Akuhamu,1654,1170,1935180,11,29
291,Akuhamu/021.jpg,Akuhamu,1654,1170,1935180,8,31
292,Akuhamu/022.jpg,Akuhamu,1654,1170,1935180,11,28
293,Akuhamu/023.jpg,Akuhamu,1654,1170,1935180,1,8
294,Akuhamu/024.jpg,Akuhamu,1654,1170,1935180,14,32
295,Akuhamu/025.jpg,Akuhamu,1654,1170,1935180,13,29
296,Akuhamu/026.jpg,Akuhamu,1654,1170,1935180,16,21
297,Akuhamu/027.jpg,Akuhamu,1654,1170,1935180,6,15
298,Akuhamu/028.jpg,Akuhamu,1654,1170,1935180,23,27
299,Akuhamu/029.jpg,Akuhamu,1654,1170,1935180,15,16
300,Akuhamu/030.jpg,Akuhamu,1654,1170,1935180,4,7
301,Akuhamu/031.jpg,Akuhamu,1654,1170,1935180,15,28
302,Akuhamu/032.jpg,Akuhamu,1654,1170,1935180,24,34
303,Akuhamu/033.jpg,Akuhamu,1654,1170,1935180,5,29
304,Akuhamu/034.jpg,Akuhamu,1654,1170,1935180,6,15
305,Akuhamu/035.jpg,Akuhamu,1654,1170,1935180,6,7
306,Akuhamu/036.jpg,Akuhamu,1654,1170,1935180,11,20
307,Akuhamu/037.jpg,Akuhamu,1654,1170,1935180,23,27
308,Akuhamu/038.jpg,Akuhamu,1654,1170,1935180,11,16
309,Akuhamu/039.jpg,Akuhamu,1654,1170,1935180,2,7
310,Akuhamu/040.jpg,Akuhamu,1654,1170,1935180,0,10
311,Akuhamu/041.jpg,Akuhamu,1654,1170,1935180,6,27
312,Akuhamu/042.jpg,Akuhamu,1654,1170,1935180,15,29
313,Akuhamu/043.jpg,Akuhamu,1654,1170,1935180,13,36
314,Akuhamu/044.jpg,Akuhamu,1654,1170,1935180,0,12
315,Akuhamu/045.jpg,Akuhamu,1654,1170,1935180,4,9
316,Akuhamu/046.jpg,Akuhamu,1654,1170,1935180,4,29
317,Akuhamu/047.jpg,Akuhamu,1654,1170,1935180,5,32
318,Akuhamu/048.jpg,Akuhamu,1654,1170,1935180,2,26
319,Akuhamu/049.jpg,Akuhamu,1654,1170,1935180,4,12
320,Akuhamu/050.jpg,Akuhamu,1654,1170,1935180,4,7
321,Akuhamu/051.jpg,Akuhamu,1654,1170,1935180,23,23
322,Akuhamu/052.jpg,Akuhamu,1654,1170,1935180,18,25
323,Akuhamu/053.jpg,Akuhamu,1654,1170,1935180,13,14
324,Akuhamu/054.jpg,Akuhamu,1654,1170,1935180,5,13
325,Akuhamu/055.jpg,Akuhamu,1654,1170,1935180,0,8
326,Akuhamu/056.jpg,Akuhamu,1654,1170,1935180,19,28
327,Akuhamu/057.jpg,Akuhamu,1654,1170,1935180,13,33
328,Akuhamu/058.jpg,Akuhamu,1654,1170,1935180,29,27
329,Akuhamu/059.jpg,Akuhamu,1654,1170,1935180,4,14
330,Akuhamu/060.jpg,Akuhamu,1654,1170,1935180,2,9
331,Akuhamu/061.jpg,Akuhamu,1654,1170,1935180,5,24
332,Akuhamu/062.jpg,Akuhamu,1654,1170,1935180,18,27
333,Akuhamu/063.jpg,Akuhamu,1654,1170,1935180,14,32
334,Akuhamu/064.jpg,Akuhamu,1654,1170,1935180,5,24
335,Akuhamu/065.jpg,Akuhamu,1654,1170,1935180,9,57
336,Akuhamu/066.jpg,Akuhamu,1654,1170,1935180,8,25
337,Akuhamu/067.jpg,Akuhamu,1654,1170,1935180,2,10
